label_en,label_es,desc_en,desc_es,type,state,MS_FB_PARE,MS_FB,WIKIDATA
IV Local Electoral District of Puebla,IV Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:4,Q53002524
V Local Electoral District of Puebla,V Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:5,Q53002527
VI Local Electoral District of Puebla,VI Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:6,Q53002540
VII Local Electoral District of Puebla,VII Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:7,Q53002548
VIII Local Electoral District of Puebla,VIII Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:8,Q53002551
IX Local Electoral District of Puebla,IX Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:9,Q53002554
X Local Electoral District of Puebla,X Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:10,Q53002556
XI Local Electoral District of Puebla,XI Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:11,Q53002560
XII Local Electoral District of Puebla,XII Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:12,Q53002562
XIII Local Electoral District of Puebla,XIII Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:13,Q53002565
XIV Local Electoral District of Puebla,XIV Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:14,Q53002567
XV Local Electoral District of Puebla,XV Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:15,Q53002581
XVI Local Electoral District of Puebla,XVI Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:16,Q53002590
XVII Local Electoral District of Puebla,XVII Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:17,Q53002593
XVIII Local Electoral District of Puebla,XVIII Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:18,Q53002596
XIX Local Electoral District of Puebla,XIX Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:19,Q53002598
XX Local Electoral District of Puebla,XX Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:20,Q53002601
XXI Local Electoral District of Puebla,XXI Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:21,Q53002602
XXII Local Electoral District of Puebla,XXII Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:22,Q53002604
XXIII Local Electoral District of Puebla,XXIII Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:23,Q53002607
XXIV Local Electoral District of Puebla,XXIV Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:24,Q53002615
XXV Local Electoral District of Puebla,XXV Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:25,Q53002625
XXVI Local Electoral District of Puebla,XXVI Distrito Electoral Local de Puebla,local district of Puebla,distrito local de Puebla,local electoral district of Puebla,Puebla,country:mx/state:pue,country:mx/state:pue/led:26,Q53002627
I Local Electoral District of Queretaro,I Distrito Electoral Local de Queretaro,local district of Queretaro,distrito local de Queretaro,local electoral district of Queretaro,Querétaro,country:mx/state:que,country:mx/state:que/led:1,Q53002630
II Local Electoral District of Queretaro,II Distrito Electoral Local de Queretaro,local district of Queretaro,distrito local de Queretaro,local electoral district of Queretaro,Querétaro,country:mx/state:que,country:mx/state:que/led:2,Q53002632
III Local Electoral District of Queretaro,III Distrito Electoral Local de Queretaro,local district of Queretaro,distrito local de Queretaro,local electoral district of Queretaro,Querétaro,country:mx/state:que,country:mx/state:que/led:3,Q53002637
IV Local Electoral District of Queretaro,IV Distrito Electoral Local de Queretaro,local district of Queretaro,distrito local de Queretaro,local electoral district of Queretaro,Querétaro,country:mx/state:que,country:mx/state:que/led:4,Q53002639
V Local Electoral District of Queretaro,V Distrito Electoral Local de Queretaro,local district of Queretaro,distrito local de Queretaro,local electoral district of Queretaro,Querétaro,country:mx/state:que,country:mx/state:que/led:5,Q53002642
VI Local Electoral District of Queretaro,VI Distrito Electoral Local de Queretaro,local district of Queretaro,distrito local de Queretaro,local electoral district of Queretaro,Querétaro,country:mx/state:que,country:mx/state:que/led:6,Q53002645
VII Local Electoral District of Queretaro,VII Distrito Electoral Local de Queretaro,local district of Queretaro,distrito local de Queretaro,local electoral district of Queretaro,Querétaro,country:mx/state:que,country:mx/state:que/led:7,Q53002651
VIII Local Electoral District of Queretaro,VIII Distrito Electoral Local de Queretaro,local district of Queretaro,distrito local de Queretaro,local electoral district of Queretaro,Querétaro,country:mx/state:que,country:mx/state:que/led:8,Q53002667
IX Local Electoral District of Queretaro,IX Distrito Electoral Local de Queretaro,local district of Queretaro,distrito local de Queretaro,local electoral district of Queretaro,Querétaro,country:mx/state:que,country:mx/state:que/led:9,Q53002669
X Local Electoral District of Queretaro,X Distrito Electoral Local de Queretaro,local district of Queretaro,distrito local de Queretaro,local electoral district of Queretaro,Querétaro,country:mx/state:que,country:mx/state:que/led:10,Q53002674
XI Local Electoral District of Queretaro,XI Distrito Electoral Local de Queretaro,local district of Queretaro,distrito local de Queretaro,local electoral district of Queretaro,Querétaro,country:mx/state:que,country:mx/state:que/led:11,Q53002678
XII Local Electoral District of Queretaro,XII Distrito Electoral Local de Queretaro,local district of Queretaro,distrito local de Queretaro,local electoral district of Queretaro,Querétaro,country:mx/state:que,country:mx/state:que/led:12,Q53002682
XIII Local Electoral District of Queretaro,XIII Distrito Electoral Local de Queretaro,local district of Queretaro,distrito local de Queretaro,local electoral district of Queretaro,Querétaro,country:mx/state:que,country:mx/state:que/led:13,Q53002685
XIV Local Electoral District of Queretaro,XIV Distrito Electoral Local de Queretaro,local district of Queretaro,distrito local de Queretaro,local electoral district of Queretaro,Querétaro,country:mx/state:que,country:mx/state:que/led:14,Q53002686
XV Local Electoral District of Queretaro,XV Distrito Electoral Local de Queretaro,local district of Queretaro,distrito local de Queretaro,local electoral district of Queretaro,Querétaro,country:mx/state:que,country:mx/state:que/led:15,Q53002691
I Local Electoral District of Quintana Roo,I Distrito Electoral Local de Quintana Roo,local district of Quintana Roo,distrito local de Quintana Roo,local electoral district of Quintana Roo,Quintana Roo,country:mx/state:roo,country:mx/state:roo/led:1,Q53002700
II Local Electoral District of Quintana Roo,II Distrito Electoral Local de Quintana Roo,local district of Quintana Roo,distrito local de Quintana Roo,local electoral district of Quintana Roo,Quintana Roo,country:mx/state:roo,country:mx/state:roo/led:2,Q53002714
III Local Electoral District of Quintana Roo,III Distrito Electoral Local de Quintana Roo,local district of Quintana Roo,distrito local de Quintana Roo,local electoral district of Quintana Roo,Quintana Roo,country:mx/state:roo,country:mx/state:roo/led:3,Q53002717
IV Local Electoral District of Quintana Roo,IV Distrito Electoral Local de Quintana Roo,local district of Quintana Roo,distrito local de Quintana Roo,local electoral district of Quintana Roo,Quintana Roo,country:mx/state:roo,country:mx/state:roo/led:4,Q53002722
V Local Electoral District of Quintana Roo,V Distrito Electoral Local de Quintana Roo,local district of Quintana Roo,distrito local de Quintana Roo,local electoral district of Quintana Roo,Quintana Roo,country:mx/state:roo,country:mx/state:roo/led:5,Q53002724
VI Local Electoral District of Quintana Roo,VI Distrito Electoral Local de Quintana Roo,local district of Quintana Roo,distrito local de Quintana Roo,local electoral district of Quintana Roo,Quintana Roo,country:mx/state:roo,country:mx/state:roo/led:6,Q53002729
VII Local Electoral District of Quintana Roo,VII Distrito Electoral Local de Quintana Roo,local district of Quintana Roo,distrito local de Quintana Roo,local electoral district of Quintana Roo,Quintana Roo,country:mx/state:roo,country:mx/state:roo/led:7,Q53002733
VIII Local Electoral District of Quintana Roo,VIII Distrito Electoral Local de Quintana Roo,local district of Quintana Roo,distrito local de Quintana Roo,local electoral district of Quintana Roo,Quintana Roo,country:mx/state:roo,country:mx/state:roo/led:8,Q53002735
IX Local Electoral District of Quintana Roo,IX Distrito Electoral Local de Quintana Roo,local district of Quintana Roo,distrito local de Quintana Roo,local electoral district of Quintana Roo,Quintana Roo,country:mx/state:roo,country:mx/state:roo/led:9,Q53002738
X Local Electoral District of Quintana Roo,X Distrito Electoral Local de Quintana Roo,local district of Quintana Roo,distrito local de Quintana Roo,local electoral district of Quintana Roo,Quintana Roo,country:mx/state:roo,country:mx/state:roo/led:10,Q53002745
XI Local Electoral District of Quintana Roo,XI Distrito Electoral Local de Quintana Roo,local district of Quintana Roo,distrito local de Quintana Roo,local electoral district of Quintana Roo,Quintana Roo,country:mx/state:roo,country:mx/state:roo/led:11,Q53002755
XII Local Electoral District of Quintana Roo,XII Distrito Electoral Local de Quintana Roo,local district of Quintana Roo,distrito local de Quintana Roo,local electoral district of Quintana Roo,Quintana Roo,country:mx/state:roo,country:mx/state:roo/led:12,Q53002758
XIII Local Electoral District of Quintana Roo,XIII Distrito Electoral Local de Quintana Roo,local district of Quintana Roo,distrito local de Quintana Roo,local electoral district of Quintana Roo,Quintana Roo,country:mx/state:roo,country:mx/state:roo/led:13,Q53002762
XIV Local Electoral District of Quintana Roo,XIV Distrito Electoral Local de Quintana Roo,local district of Quintana Roo,distrito local de Quintana Roo,local electoral district of Quintana Roo,Quintana Roo,country:mx/state:roo,country:mx/state:roo/led:14,Q53002763
XV Local Electoral District of Quintana Roo,XV Distrito Electoral Local de Quintana Roo,local district of Quintana Roo,distrito local de Quintana Roo,local electoral district of Quintana Roo,Quintana Roo,country:mx/state:roo,country:mx/state:roo/led:15,Q53002766
I Local Electoral District of San Luis Potosi,I Distrito Electoral Local de San Luis Potosi,local district of San Luis Potosi,distrito local de San Luis Potosi,local electoral district of San Luis Potosi,San Luis Potosí,country:mx/state:slp,country:mx/state:slp/led:1,Q53002768
II Local Electoral District of San Luis Potosi,II Distrito Electoral Local de San Luis Potosi,local district of San Luis Potosi,distrito local de San Luis Potosi,local electoral district of San Luis Potosi,San Luis Potosí,country:mx/state:slp,country:mx/state:slp/led:2,Q53002770
III Local Electoral District of San Luis Potosi,III Distrito Electoral Local de San Luis Potosi,local district of San Luis Potosi,distrito local de San Luis Potosi,local electoral district of San Luis Potosi,San Luis Potosí,country:mx/state:slp,country:mx/state:slp/led:3,Q53002773
IV Local Electoral District of San Luis Potosi,IV Distrito Electoral Local de San Luis Potosi,local district of San Luis Potosi,distrito local de San Luis Potosi,local electoral district of San Luis Potosi,San Luis Potosí,country:mx/state:slp,country:mx/state:slp/led:4,Q53002777
V Local Electoral District of San Luis Potosi,V Distrito Electoral Local de San Luis Potosi,local district of San Luis Potosi,distrito local de San Luis Potosi,local electoral district of San Luis Potosi,San Luis Potosí,country:mx/state:slp,country:mx/state:slp/led:5,Q53002788
VI Local Electoral District of San Luis Potosi,VI Distrito Electoral Local de San Luis Potosi,local district of San Luis Potosi,distrito local de San Luis Potosi,local electoral district of San Luis Potosi,San Luis Potosí,country:mx/state:slp,country:mx/state:slp/led:6,Q53002790
VII Local Electoral District of San Luis Potosi,VII Distrito Electoral Local de San Luis Potosi,local district of San Luis Potosi,distrito local de San Luis Potosi,local electoral district of San Luis Potosi,San Luis Potosí,country:mx/state:slp,country:mx/state:slp/led:7,Q53002793
VIII Local Electoral District of San Luis Potosi,VIII Distrito Electoral Local de San Luis Potosi,local district of San Luis Potosi,distrito local de San Luis Potosi,local electoral district of San Luis Potosi,San Luis Potosí,country:mx/state:slp,country:mx/state:slp/led:8,Q53002797
IX Local Electoral District of San Luis Potosi,IX Distrito Electoral Local de San Luis Potosi,local district of San Luis Potosi,distrito local de San Luis Potosi,local electoral district of San Luis Potosi,San Luis Potosí,country:mx/state:slp,country:mx/state:slp/led:9,Q53002801
X Local Electoral District of San Luis Potosi,X Distrito Electoral Local de San Luis Potosi,local district of San Luis Potosi,distrito local de San Luis Potosi,local electoral district of San Luis Potosi,San Luis Potosí,country:mx/state:slp,country:mx/state:slp/led:10,Q53002805
XI Local Electoral District of San Luis Potosi,XI Distrito Electoral Local de San Luis Potosi,local district of San Luis Potosi,distrito local de San Luis Potosi,local electoral district of San Luis Potosi,San Luis Potosí,country:mx/state:slp,country:mx/state:slp/led:11,Q53002808
XII Local Electoral District of San Luis Potosi,XII Distrito Electoral Local de San Luis Potosi,local district of San Luis Potosi,distrito local de San Luis Potosi,local electoral district of San Luis Potosi,San Luis Potosí,country:mx/state:slp,country:mx/state:slp/led:12,Q53002810
XIII Local Electoral District of San Luis Potosi,XIII Distrito Electoral Local de San Luis Potosi,local district of San Luis Potosi,distrito local de San Luis Potosi,local electoral district of San Luis Potosi,San Luis Potosí,country:mx/state:slp,country:mx/state:slp/led:13,Q53002817
XIV Local Electoral District of San Luis Potosi,XIV Distrito Electoral Local de San Luis Potosi,local district of San Luis Potosi,distrito local de San Luis Potosi,local electoral district of San Luis Potosi,San Luis Potosí,country:mx/state:slp,country:mx/state:slp/led:14,Q53002828
XV Local Electoral District of San Luis Potosi,XV Distrito Electoral Local de San Luis Potosi,local district of San Luis Potosi,distrito local de San Luis Potosi,local electoral district of San Luis Potosi,San Luis Potosí,country:mx/state:slp,country:mx/state:slp/led:15,Q53002830
I Local Electoral District of Sinaloa,I Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:1,Q53002833
II Local Electoral District of Sinaloa,II Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:2,Q53002837
III Local Electoral District of Sinaloa,III Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:3,Q53002839
IV Local Electoral District of Sinaloa,IV Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:4,Q53002841
V Local Electoral District of Sinaloa,V Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:5,Q53002843
VI Local Electoral District of Sinaloa,VI Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:6,Q53002844
VII Local Electoral District of Sinaloa,VII Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:7,Q53002853
VIII Local Electoral District of Sinaloa,VIII Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:8,Q53002869
IX Local Electoral District of Sinaloa,IX Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:9,Q53002873
X Local Electoral District of Sinaloa,X Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:10,Q53002877
XI Local Electoral District of Sinaloa,XI Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:11,Q53002880
XII Local Electoral District of Sinaloa,XII Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:12,Q53002882
XIII Local Electoral District of Sinaloa,XIII Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:13,Q53002884
XIV Local Electoral District of Sinaloa,XIV Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:14,Q53002888
XV Local Electoral District of Sinaloa,XV Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:15,Q53002890
XVI Local Electoral District of Sinaloa,XVI Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:16,Q53002899
XVII Local Electoral District of Sinaloa,XVII Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:17,Q53002914
XVIII Local Electoral District of Sinaloa,XVIII Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:18,Q53002917
XIX Local Electoral District of Sinaloa,XIX Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:19,Q53002920
XX Local Electoral District of Sinaloa,XX Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:20,Q53002924
XXI Local Electoral District of Sinaloa,XXI Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:21,Q53002929
XXII Local Electoral District of Sinaloa,XXII Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:22,Q53002932
XXIII Local Electoral District of Sinaloa,XXIII Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:23,Q53002935
XXIV Local Electoral District of Sinaloa,XXIV Distrito Electoral Local de Sinaloa,local district of Sinaloa,distrito local de Sinaloa,local electoral district of Sinaloa,Sinaloa,country:mx/state:sin,country:mx/state:sin/led:24,Q53002939
I Local Electoral District of Sonora,I Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:1,Q28005777
II Local Electoral District of Sonora,II Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:2,Q28006056
III Local Electoral District of Sonora,III Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:3,Q28006331
IV Local Electoral Distric of Sonora,IV Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:4,Q28009107
V Local Electoral District of Sonora,V Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:5,Q28038351
VI Local Electoral District of Sonora,VI Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:6,Q52991239
VII Local Electoral District of Sonora,VII Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:7,Q52991240
VIII Local Electoral District of Sonora,VIII Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:8,Q52991241
IX Local Electoral District of Sonora,IX Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:9,Q52991242
X Local Electoral District of Sonora,X Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:10,Q52991243
XI Local Electoral District of Sonora,XI Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:11,Q52991274
XII Local Electoral District of Sonora,XII Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:12,Q52991275
XIII Local Electoral District of Sonora,XIII Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:13,Q52991276
XIV Local Electoral District of Sonora,XIV Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:14,Q52991278
XV Local Electoral District of Sonora,XV Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:15,Q52991279
XVI Local Electoral District of Sonora,XVI Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:16,Q52991280
XVII Local Electoral District of Sonora,XVII Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:17,Q52991281
XVIII Local Electoral District of Sonora,XVIII Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:18,Q52991282
XIX Local Electoral District of Sonora,XIX Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:19,Q52991283
XX Local Electoral District of Sonora,XX Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:20,Q52991286
XXI Local Electoral District of Sonora,XXI Distrito Electoral Local de Sonora,local district of Sonora,distrito local de Sonora,local electoral district of Sonora,Sonora,country:mx/state:son,country:mx/state:son/led:21,Q52991288
I Local Electoral District of Tabasco,I Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:1,Q53002945
II Local Electoral District of Tabasco,II Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:2,Q53002955
III Local Electoral District of Tabasco,III Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:3,Q53002958
IV Local Electoral District of Tabasco,IV Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:4,Q53002962
V Local Electoral District of Tabasco,V Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:5,Q53002967
VI Local Electoral District of Tabasco,VI Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:6,Q53002968
VII Local Electoral District of Tabasco,VII Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:7,Q53002970
VIII Local Electoral District of Tabasco,VIII Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:8,Q53002972
IX Local Electoral District of Tabasco,IX Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:9,Q53002975
X Local Electoral District of Tabasco,X Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:10,Q53002982
XI Local Electoral District of Tabasco,XI Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:11,Q53002993
XII Local Electoral District of Tabasco,XII Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:12,Q53002995
XIII Local Electoral District of Tabasco,XIII Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:13,Q53002998
XIV Local Electoral District of Tabasco,XIV Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:14,Q53003002
XV Local Electoral District of Tabasco,XV Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:15,Q53003004
XVI Local Electoral District of Tabasco,XVI Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:16,Q53003006
XVII Local Electoral District of Tabasco,XVII Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:17,Q53003008
XVIII Local Electoral District of Tabasco,XVIII Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:18,Q53003012
XIX Local Electoral District of Tabasco,XIX Distrito Electoral Local de Tabasco,local district of Tabasco,distrito local de Tabasco,local electoral district of Tabasco,Tabasco,country:mx/state:tab,country:mx/state:tab/led:19,Q53003019
